antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.039141271100033986,0.044352554661833014,0.03064461311883992,0.7829232995658466,17.65227066479624,1.0,0.02890859775284204,4.402349231524489,0.9817781072494086,0.5798499464094319,0.7728485525775269,0.7369278055939067
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.044352554661833014,0.039141271100033986,0.03064461311883992,0.6909323116219668,17.65227066479624,1.0,0.02890859775284204,3.1088941517713775,0.9871318850851591,0.5798499464094319,0.6783422171416732,0.7369278055939067
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.0398776481250708,0.034892942109436956,0.024017219893508555,0.6022727272727274,17.26058884297521,1.0,0.022625771426019962,2.426554888410559,0.9811921856737351,0.47321428571428575,0.5878931052513634,0.6452922077922079
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.034892942109436956,0.0398776481250708,0.024017219893508555,0.6883116883116883,17.260588842975206,1.0,0.022625771426019962,3.0803925455987313,0.9761244011720748,0.47321428571428575,0.6753660498793242,0.6452922077922079
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.04282315622521808,0.03596918545372153,0.02622635096861901,0.6124338624338624,17.026625838436864,1.0,0.02468603692064045,2.4873969139828893,0.9833798880182377,0.49892241379310354,0.5979732891126041,0.6707838603507895
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.03596918545372153,0.04282315622521808,0.02622635096861901,0.7291338582677166,17.026625838436864,1.0,0.02468603692064045,3.5337633476568993,0.9763883511212281,0.49892241379310354,0.7170155718936128,0.6707838603507895
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.044692420981080776,0.04967712699671462,0.030021524866885693,0.6717363751584284,13.522045572459403,1.0,0.02780133379401791,2.894999022392248,0.9693701928186654,0.46654929577464793,0.6545767400039874,0.6380346642040717
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.04967712699671462,0.044692420981080776,0.030021524866885693,0.604332953249715,13.522045572459403,1.0,0.02780133379401791,2.4144229014397474,0.9744548072889548,0.46654929577464793,0.5858223514183498,0.6380346642040717
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.034723008949813075,0.04967712699671462,0.022431177070352328,0.6460032626427405,13.004038310940642,1.0,0.020706237745044407,2.6845526320323216,0.9563066555467237,0.3619744058500914,0.6274984561420363,0.5487713006486223
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04967712699671462,0.034723008949813075,0.022431177070352328,0.451539338654504,13.004038310940642,1.0,0.020706237745044407,1.759974888047846,0.9713549333713846,0.3619744058500914,0.43181007479646816,0.5487713006486223
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.05551149881046788,0.03948113741928175,0.025546618330123484,0.4602040816326531,11.656302521008405,1.0,0.023354961217237107,1.77941112538583,0.9679413785207236,0.36786296900489396,0.438016327012022,0.5536314525810324
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.03948113741928175,0.05551149881046788,0.025546618330123484,0.6470588235294118,11.656302521008405,1.0,0.023354961217237107,2.6760507533703413,0.9517871407356575,0.36786296900489396,0.6263150096310565,0.5536314525810324
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.04593859748498924,0.04962048261017333,0.026509572901325478,0.5770653514180024,11.62957958211577,1.0,0.024230077523685816,2.2471072554027676,0.9580225826144011,0.383921246923708,0.5549834136329368,0.555655963380234
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.04962048261017333,0.04593859748498924,0.026509572901325478,0.5342465753424658,11.62957958211577,1.0,0.024230077523685816,2.0484259524586994,0.9617340778981022,0.383921246923708,0.5118202838624883,0.555655963380234
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.033873343151693665,0.055964653902798235,0.02016540160870058,0.5953177257525084,10.637387783840873,1.0,0.018269691682685323,2.3327815577112676,0.9377569197040285,0.2894308943089431,0.5713272009141236,0.47782080619609224
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.0544352554661833,0.0453721536195763,0.02305426532230656,0.4235171696149844,9.334297268892554,1.0,0.02058442054897401,1.6559519140281358,0.9442697736593382,0.3003690036900369,0.39611773051580934,0.4658160130222238
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.0453721536195763,0.0544352554661833,0.02305426532230656,0.5081148564294632,9.334297268892552,1.0,0.02058442054897401,1.9223283258162112,0.9353050098911369,0.3003690036900369,0.4797975004735963,0.4658160130222238
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.04644839696386088,0.055964653902798235,0.02294097654922397,0.4939024390243902,8.825256739409499,1.0,0.02034150808880171,1.8653228525294105,0.9298802981033387,0.2886671418389166,0.46389977550321515,0.45191073368223555
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.055964653902798235,0.04644839696386088,0.02294097654922397,0.4099190283400809,8.825256739409499,1.0,0.02034150808880171,1.6159673821607294,0.9392538664509543,0.2886671418389166,0.38117562827110546,0.45191073368223555
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05471847739888977,0.05273592386994449,0.024187153053132435,0.4420289855072464,8.381933093603575,1.0,0.021301523594745308,1.6976940585188005,0.9316756518868963,0.29047619047619044,0.4109657184802325,0.4503378010242999
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05273592386994449,0.05471847739888977,0.024187153053132435,0.4586466165413534,8.381933093603575,1.0,0.021301523594745308,1.7461450348048286,0.9297257237749522,0.29047619047619044,0.42730988545188475,0.4503378010242999
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05273592386994449,0.05958989464144104,0.026282995355160304,0.4983888292158969,8.363646759484261,1.0,0.023140467207931257,1.8747790323101037,0.9294503543540076,0.3054641211323239,0.46660380622680664,0.4697267339995834
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.05958989464144104,0.05273592386994449,0.026282995355160304,0.44106463878326996,8.363646759484261,1.0,0.023140467207931257,1.6947649797428883,0.9362244474076659,0.3054641211323239,0.40994768481013266,0.4697267339995834
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.04905403874476039,0.05092330350062309,0.020391979154865753,0.41570438799076215,8.163342898319149,1.0,0.017893985451934998,1.6243091287914238,0.9227665925396449,0.2562277580071174,0.3843536416346712,0.40807466340583715
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.05092330350062309,0.04905403874476039,0.020391979154865753,0.40044493882091214,8.163342898319149,1.0,0.017893985451934998,1.5860861209062345,0.9245840379322924,0.2562277580071174,0.3695172116955196,0.40807466340583715
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.04644839696386088,0.05471847739888977,0.02050526792794834,0.44146341463414634,8.067903852951574,1.0,0.017963682368466658,1.69242543347797,0.9187253893560586,0.2542134831460674,0.4091320183336062,0.40810230773115186
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.05471847739888977,0.05092330350062309,0.022091310751104567,0.4037267080745342,7.928132707839629,1.0,0.01930486511942892,1.5916807097541632,0.9244514713474445,0.264406779661017,0.3717332918142541,0.4187710292319279
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.05092330350062309,0.05471847739888977,0.022091310751104567,0.4338153503893215,7.928132707839629,1.0,0.01930486511942892,1.6695640251834933,0.9207547689553063,0.264406779661017,0.4010412389605154,0.4187710292319279
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05273592386994449,0.07295796986518636,0.029625014161096634,0.5617615467239527,7.699796852379395,1.0,0.025777508216580463,2.115382671704685,0.9185679744719065,0.308372641509434,0.5272722929160858,0.48390872367253535
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07295796986518636,0.05273592386994449,0.029625014161096634,0.40605590062111796,7.699796852379395,1.0,0.025777508216580463,1.5948707582424986,0.9386051715198392,0.308372641509434,0.3729899461559061,0.48390872367253535
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05092330350062309,0.05958989464144104,0.023167554095389148,0.4549499443826474,7.6346828119118415,1.0,0.020133039804992894,1.7253646626884585,0.9156465354647266,0.26523994811932555,0.4204123791188566,0.4218666071723123
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05092330350062309,0.055964653902798235,0.02141157811260904,0.42046718576195774,7.513084714009718,1.0,0.018561673056609516,1.6289592632272254,0.9134128799900212,0.2504970178926441,0.38611110629074774,0.4015291394396833
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.05958989464144104,0.05471847739888977,0.02384728673388467,0.400190114068441,7.3136193310189,1.0,0.020586618430744757,1.575968560659854,0.9179705618846254,0.26361928616155283,0.3654695753693827,0.4180039597257319
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05471847739888977,0.05958989464144104,0.02384728673388467,0.4358178053830227,7.3136193310189,1.0,0.020586618430744757,1.6668553427089319,0.9132398890465335,0.26361928616155283,0.4000679156867777,0.4180039597257319
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04644839696386088,0.07295796986518636,0.024527019372380197,0.5280487804878049,7.237712089077412,1.0,0.02113823862640462,1.9642751026112333,0.9038155761420923,0.25850746268656716,0.4909063406288468,0.43211445235570367
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.05471847739888977,0.055964653902798235,0.02214795513764586,0.40476190476190477,7.232456140350877,1.0,0.019085654487928906,1.585979381443299,0.9116166600868535,0.2501599488163788,0.36947477899115966,0.40025544630807786
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.055964653902798235,0.05958989464144104,0.02367735357426079,0.423076923076923,7.099809885931558,1.0,0.02034242574454833,1.630044182621502,0.9100836760743156,0.2577065351418002,0.38651969642211775,0.41020766305937406
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03704542879800612,0.09063101846607001,0.023450776028095616,0.6330275229357798,6.98466743119266,1.0,0.02009331108662004,2.478030474679959,0.8897919863597612,0.22500000000000003,0.5964537118418,0.4458887614678899
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04933726067746686,0.09063101846607001,0.030927835051546393,0.6268656716417911,6.916679104477613,1.0,0.026456348868021583,2.4371088705109325,0.8998164242161143,0.28363636363636363,0.5896777480480989,0.48405783582089557
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05092330350062309,0.07295796986518636,0.02548997394358219,0.5005561735261401,6.860884074091985,1.0,0.021774713101347994,1.8561487418512193,0.900081302430452,0.25906735751295334,0.4612500725547157,0.42496752775685886
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.07295796986518636,0.05958989464144104,0.029285147841848873,0.4013975155279503,6.735999752025127,1.0,0.024937590104328985,1.5710093588869312,0.9185602268797579,0.28359846407021394,0.36346655457959487,0.44642119122405116
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05958989464144104,0.07295796986518636,0.029285147841848873,0.49144486692015205,6.735999752025127,1.0,0.024937590104328985,1.8228938611249046,0.9055027510609636,0.28359846407021394,0.4514217084570673,0.44642119122405116
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05471847739888977,0.07295796986518636,0.025943129035912543,0.47412008281573503,6.498537222072194,1.0,0.021950980010775462,1.76283976596502,0.8950975938571554,0.2550111358574611,0.43273346828968506,0.4148550724637681
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.055964653902798235,0.07295796986518636,0.026452928514784185,0.4726720647773279,6.478689931350114,1.0,0.022369860981828246,1.7579990897758078,0.8957798140619414,0.2581536760641238,0.4311714916032596,0.41762485226444035
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.043842755182961365,0.09063101846607001,0.02458366375892149,0.5607235142118864,6.186883074935402,1.0,0.020610150204331133,2.070151740315476,0.8768094655688295,0.22371134020618558,0.5169436227667025,0.4159867571059432
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04905403874476039,0.07295796986518636,0.022034666364563273,0.44919168591224024,6.156855607992771,1.0,0.01845578328405736,1.6830574383579637,0.8807855164020328,0.22039660056657223,0.4058432129472497,0.3756051597263065
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03676220686529965,0.09063101846607001,0.02050526792794834,0.5577812018489985,6.154418335901387,1.0,0.01717347167868588,2.0563779408206293,0.8694790774893961,0.19183889772125068,0.5137080688577438,0.3920156009244993
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.038461538461538464,0.11164608587289,0.02577319587628866,0.6701030927835051,6.00202942668696,1.0,0.021479115650408272,2.6928228021978016,0.8667252747252746,0.20728929384965825,0.6286424791175157,0.4504751892126556
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.039141271100033986,0.09646539027982327,0.021185000566443866,0.5412445730824892,5.610764353023056,1.0,0.01740922257373072,1.9695344331755273,0.8552466030974618,0.18514851485148515,0.49226579482153243,0.3804285108512857
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.044352554661833014,0.09646539027982327,0.023790642347343377,0.5363984674329502,5.560527624228597,1.0,0.01951215585198246,1.9489465548509597,0.8582254417978441,0.20329138431752178,0.4869022972892798,0.3915110364175908
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04474906536762207,0.09063101846607001,0.022431177070352328,0.5012658227848101,5.5308417721518985,1.0,0.018375523700679998,1.8233540492685398,0.8575712054127613,0.19859578736208627,0.45156016166955515,0.3743829113924051
